,open,high,low,close,volume,quote_volume,trades,taker_buy_base,funding_rate,mark_close,index_close,open_interest,long_short_ratio,ret,funding_apr
2023-01-01 10:00:00+00:00,2184.181456399306,2189.172190299316,2183.5610613036397,2188.660540715778,3290.120344892243,7200956.573071838,1359.4022817471923,1414.7364209335726,9.738561519312045e-05,2188.673912556631,2188.8398337736435,798565.5760743015,0.9985474249662182,0.0020506924016541195,0.10663724863646688
2023-01-01 11:00:00+00:00,2188.660540715778,2192.5940079489374,2186.4731256860964,2191.9848364397453,3320.5217679703564,7278533.364459116,2815.1566370631103,1421.253629809519,5.9901351554694374e-05,2192.603769744875,2191.900514306711,799220.6766193046,0.9919690138628974,0.0015188722335535143,0.06559197995239034
2023-01-01 12:00:00+00:00,2191.9848364397453,2193.775824164305,2189.985790527521,2193.1092834447395,2081.1858508487553,4564268.010070244,1902.5199337055974,1050.2834310287858,9.716714938482492e-05,2192.887255407405,2193.455365601902,800686.9188237839,0.9560920469933307,0.0005129811969049047,0.10639802857638328
2023-01-01 13:00:00+00:00,2193.1092834447395,2194.777561758505,2184.351911181898,2185.1470949703726,4572.181236594444,9990888.546822395,4014.356057495135,1738.1172078485847,1.08149559462458e-05,2185.5293230028865,2185.096273002964,802097.1144880891,1.1304522230778677,-0.003630547977919618,0.01184237676113915
2023-01-01 14:00:00+00:00,2185.1470949703726,2185.9647367765474,2184.375924878001,2185.090973643186,1178.8991246372607,2576001.8360807314,1314.0736284983302,688.6112678402307,1.5214688933383707e-05,2185.5425584931713,2185.055495111921,802078.0236081507,1.085276029661745,-2.5683088939798537e-05,0.016660084382055157
2023-01-01 15:00:00+00:00,2185.090973643186,2192.0759539111505,2184.81442117459,2191.367728266901,6912.815820023031,15148521.499451363,858.0394737328604,2781.989874812428,-2.6322854237565948e-05,2191.8601817145613,2191.325955741165,801668.4116350235,0.9923901276268423,0.002872536978746343,-0.028823525390134712
2023-01-01 16:00:00+00:00,2191.367728266901,2192.7620989927264,2177.7892809062546,2179.7851796584423,7732.924063101473,16856113.268172733,4987.314523498569,3736.4724872766124,0.00015684647850659438,2179.516206805318,2179.6616684869828,801906.7787813874,0.8882736730157152,-0.005285533988227065,0.17174689396472087
2023-01-01 17:00:00+00:00,2179.7851796584423,2180.1918632722904,2175.589909261246,2175.994230582563,7979.945925255726,17364316.29371729,2114.482343123277,4329.493509410761,2.1227288729642563e-05,2176.6520468896324,2176.0669711381033,803249.3829625209,0.9367768389075888,-0.0017391388432475008,0.023243881158958608
2023-01-01 18:00:00+00:00,2175.994230582563,2176.2258002151684,2159.625361950883,2159.6447526654265,2159.757894465871,4664309.803810948,2941.117316261367,845.3446107274888,0.00010937665960409728,2159.6824436899815,2159.648212568462,804165.1153895367,1.0463585311323573,-0.00751356675829018,0.11976744226648654
2023-01-01 19:00:00+00:00,2159.6447526654265,2161.1503128051977,2146.7896973212823,2148.7022068443575,6769.779586881686,14546240.338182561,1682.1979223236985,3200.4647179634453,-2.3646225693639775e-06,2148.6204093267697,2148.987790314346,805149.0598130706,0.9422817863183645,-0.005066826758226672,-0.002589261713453555
2023-01-01 20:00:00+00:00,2148.7022068443575,2150.327582598586,2131.793253906231,2133.069074795895,8544.639132482582,18226305.48878942,1676.9547907622923,4434.228099004947,3.819205961665504e-05,2132.995372593805,2133.172709518262,805457.3481639108,1.0713818362264447,-0.007275615950253833,0.041820305280237266
2023-01-01 21:00:00+00:00,2133.069074795895,2133.701240965284,2129.826130313073,2131.2580131388268,1323.7267581770834,2821203.260571191,2489.674610408437,681.8417832972024,-5.3567624328504e-05,2131.4503294028937,2131.3496895415065,803917.4803265294,1.0289166827620648,-0.0008490403233855082,-0.05865654863971188
2023-01-01 22:00:00+00:00,2131.2580131388268,2132.6135809936786,2119.0928926503384,2120.6476266946106,2740.3185330619262,5811249.993525031,4117.1560975012335,1692.8515120212292,1.0856642561661549e-05,2120.6638902167256,2120.6100423980115,803394.2894849527,1.0234121113717802,-0.004978461724861605,0.011888023605019397
2023-01-01 23:00:00+00:00,2120.6476266946106,2123.214667022837,2120.557156463327,2123.1423176195053,3409.9822384147546,7239877.592709251,963.8100840612607,1996.5535497883372,7.918774542000139e-05,2123.0859810952056,2122.9021082336567,801511.3833325681,1.0522755820956984,0.0011763816362000412,0.08671058123490152
2023-01-02 00:00:00+00:00,2123.1423176195053,2125.5264747263827,2122.9472963858893,2124.667431356466,5157.861205737799,10958739.719288092,4316.676468670022,1992.3419814438296,-3.2587190778724834e-05,2125.07651129121,2124.6522181599744,803520.6990636917,1.039887027823032,0.000718328547410163,-0.03568297390270369
2023-01-02 01:00:00+00:00,2124.667431356466,2125.8954006667054,2122.2115104467725,2123.2728005519693,2549.4866718463104,5413255.705701035,4959.1230281834,1529.608044179876,8.36113772467306e-05,2123.0426072038476,2123.1283684118334,799316.6112285487,0.9315857967962164,-0.0006563995776064369,0.09155445808517
2023-01-02 02:00:00+00:00,2123.2728005519693,2123.8108772176383,2101.9859838602283,2102.0916369857596,5849.847038870532,12296914.538055655,3148.481316013025,3012.308949002317,4.686189079242313e-05,2101.762719366312,2102.251705927616,798880.8833977467,0.9739335975905691,-0.009975714642368794,0.05131377041770333
2023-01-02 03:00:00+00:00,2102.0916369857596,2102.8236166189286,2096.696138812484,2097.7540814997024,4095.565685734433,8591489.633299533,2312.0473580478333,2266.6867233765993,-2.219754624921279e-05,2098.003642418575,2097.7489725644305,803655.3064682231,1.18718528691629,-0.002063447382473327,-0.024306313142888007
2023-01-02 04:00:00+00:00,2097.7540814997024,2099.0327665850627,2095.9941861203793,2097.5386849902206,6895.994142792499,14464614.48597324,1782.530350115871,2744.556576405513,4.9201364287163266e-06,2097.760058398952,2097.818201796105,802972.2373677477,0.9033714742576582,-0.00010267958069121175,0.005387549389444378
2023-01-02 05:00:00+00:00,2097.5386849902206,2099.9189283119017,2096.159743868906,2098.680920960508,5781.921000683397,12134407.290635135,1568.3942199021212,2842.3589833124947,7.046716164729334e-06,2099.0253074277766,2098.804375498139,800702.6681241355,0.9620364032346468,0.0005445601449265425,0.007716154200378621
2023-01-02 06:00:00+00:00,2098.680920960508,2099.0045181194173,2084.7411703946427,2086.027514368405,7176.681573902271,14970755.225020885,2158.0100542668106,4018.760415169892,2.7524033102874892e-05,2085.6920186384623,2086.1669504478227,800666.7583047126,1.0852558313866414,-0.006029218861108299,0.030138816247648005
2023-01-02 07:00:00+00:00,2086.027514368405,2087.501463624198,2082.134965802608,2082.2315932486918,3217.06944452029,6698683.635055167,4376.960129313308,1895.612508059155,3.192801702845383e-06,2082.569349367804,2082.270015776661,803245.5110330037,0.9872591573957528,-0.0018196889032224828,0.0034961178646156946
2023-01-02 08:00:00+00:00,2082.2315932486918,2082.398232735099,2073.780851496481,2074.271738029357,7363.619481903963,15274147.780915767,813.6737987631951,4357.373372954747,-1.1364395040226827e-05,2074.4217145110138,2074.3063654794196,802924.6101974848,0.9350302353241335,-0.0038227521113133323,-0.012444012569048373
2023-01-02 09:00:00+00:00,2074.271738029357,2076.2832105145967,2065.894381521331,2067.7501763326845,7611.728012622106,15739151.940295793,4101.110121853911,3159.9282988121217,1.4770614874259131e-05,2068.29686118283,2067.8582407395916,804151.3077988812,0.8941460972270859,-0.00314402475678921,0.01617382328731375
2023-01-02 10:00:00+00:00,2067.7501763326845,2077.1339530794926,2067.4953871196117,2076.7137052275366,7497.707617581325,15570592.167220041,3603.211574851325,4497.257900821922,-2.134448693045245e-05,2076.3248548136266,2076.8669947457342,804351.2137767744,1.0428822339330661,0.004334918694457457,-0.02337221318884543
2023-01-02 11:00:00+00:00,2076.7137052275366,2077.2402521303525,2069.0914089297585,2070.1952861363593,1616.0507125521603,3345540.567282787,879.8673588867575,841.1999215877067,-3.4476328632153845e-05,2070.263056157472,2070.077604599762,803605.4676529726,1.0815913973107492,-0.003138814500414311,-0.03775157985220846
2023-01-02 12:00:00+00:00,2070.1952861363593,2070.6099473831423,2070.0114339756396,2070.115039945499,9515.353013266178,19697875.38315304,1092.1009014211336,5239.2137334746185,2.759117587463207e-05,2070.0288504720506,2070.1965661562167,809906.043376115,1.1119914851813817,-3.8762618868704024e-05,0.030212337582722116
2023-01-02 13:00:00+00:00,2070.115039945499,2079.687211863202,2068.170782494757,2077.6272466099017,6191.774655536627,12864199.729211533,3887.2613038529184,3748.907134563268,7.414371127772842e-05,2077.1318054605704,2078.0628979883622,810048.3446513923,1.004303080813063,0.0036288836704458927,0.08118736384911261
2023-01-02 14:00:00+00:00,2077.6272466099017,2078.2226840254007,2072.611322236163,2072.9669676171907,3450.8716950510866,7153543.033326046,3627.3182914458207,1627.570523480629,-4.646858525586825e-05,2072.7446767547926,2072.9520936601443,808974.029172811,1.0835990259097787,-0.0022430775300599226,-0.05088310085517573
2023-01-02 15:00:00+00:00,2072.9669676171907,2074.22171850796,2071.3804021485435,2072.230061862202,4907.228782607781,10168907.003755301,2116.669245265602,3071.3915842857446,3.0175407573198022e-05,2072.5803922945356,2072.187698282368,807994.0625132619,0.9173647173393578,-0.00035548359742343383,0.03304207129265183
2023-01-02 16:00:00+00:00,2072.230061862202,2075.388851486463,2071.0970055442117,2073.3349350903077,5658.413981534597,11731787.385119123,4417.418294652479,3476.3966144762708,-2.497809740064782e-06,2073.1890882068137,2073.220077321954,808755.2115101379,1.0134417095842216,0.0005331807739110683,-0.0027351016653709365
2023-01-02 17:00:00+00:00,2073.3349350903077,2076.02373598852,2071.844929412605,2074.05324466962,5659.927016927299,11738989.994051307,1682.6597415490062,3352.5076747571115,-1.8857271856734487e-05,2073.828438802308,2073.8128927232347,809573.6463113123,0.9458090413739276,0.0003464512979332035,-0.020648712683124265
2023-01-02 18:00:00+00:00,2074.05324466962,2074.1410804699867,2062.144355823043,2064.079331878109,3231.6262424844626,6670332.935467093,2593.0171141607893,1499.4178421562276,7.267188263573095e-05,2064.3481556275465,2064.275648350286,811117.6695374759,1.01390710676825,-0.004808899104757569,0.0795757114861254
2023-01-02 19:00:00+00:00,2064.079331878109,2065.972661321127,2062.559419661746,2064.896470177097,3384.678599593775,6989010.892985146,1283.0182968131865,1720.9805209648339,4.09151554546669e-06,2065.2027593700313,2064.9065411592615,811399.9576035117,1.0600570944095744,0.0003958851224215021,0.004480209522286026
2023-01-02 20:00:00+00:00,2064.896470177097,2077.556857874595,2064.1791904540846,2076.308363945797,4272.29136783839,8870594.300256278,3511.916467730401,1717.1860922534352,0.00010491508415324398,2076.6156941120335,2076.358133489259,808536.7212636054,1.0855780936024289,0.005526617887879448,0.11488201714780216
2023-01-02 21:00:00+00:00,2076.308363945797,2077.7667526869113,2063.493108925451,2063.648583406254,8028.323381861071,16567638.174104907,1165.498693814167,4638.863510831341,-8.991968207319668e-06,2063.404135964148,2063.9531505764676,809600.5651795331,0.9208075027384885,-0.006097254511600703,-0.009846205187015037
2023-01-02 22:00:00+00:00,2063.648583406254,2071.6265449110365,2062.188747859919,2070.930899931058,4936.996450241016,10224178.501654064,1553.8242767624197,3047.5111640295872,4.932509968129162e-05,2070.9128801132233,2071.3466085341115,808982.6385016756,1.1013989759269978,0.003528854952999483,0.05401098415101433
2023-01-02 23:00:00+00:00,2070.930899931058,2072.7881840910313,2068.9168982601545,2072.1087218000257,1347.6817890012317,2792543.189200514,4018.671157713027,536.718753457484,1.8635849672139844e-05,2072.429067468927,2071.961428700114,808410.4381743419,0.9620491013353336,0.0005687403036995775,0.02040625539099313
2023-01-03 00:00:00+00:00,2072.1087218000257,2072.117598746133,2066.9459980308666,2066.981169879625,5069.888697629875,10479364.471386489,2901.0025698571185,2907.196631031538,-7.70109045631816e-06,2066.7777683509557,2067.155550086398,805444.6172780645,0.9179413769814139,-0.002474557375515607,-0.008432694049668385
2023-01-03 01:00:00+00:00,2066.981169879625,2083.7826516556192,2065.3799217377946,2083.7092286160887,2812.2634202414392,5859939.242056533,3579.844015336922,1569.9493332454617,5.9383752128887644e-05,2083.4750203746466,2083.8132216153726,804297.567796572,0.9863516621840498,0.00809299038628275,0.06502520858113198
2023-01-03 02:00:00+00:00,2083.7092286160887,2091.4025906373254,2083.34220009694,2090.2528320830206,1111.7115909384563,2323758.301418629,3882.603379982687,401.2794288834829,2.2250871346259637e-05,2090.512514218346,2090.319652008883,802843.8913679806,0.8829957816797782,0.0031403630492523593,0.024364704124154306
2023-01-03 03:00:00+00:00,2090.2528320830206,2090.411455311372,2079.4595594789794,2080.4164546561724,9793.27032640386,20374080.731946614,3347.513765488301,6121.5576817040455,6.016052903568234e-05,2080.904005045854,2080.496339107453,802770.9636818735,1.0003662557379125,-0.004705831407507688,0.06587577929407216
2023-01-03 04:00:00+00:00,2080.4164546561724,2081.647955452982,2079.329152717394,2081.226546180361,3643.4843113238726,7582916.269318914,1630.5914092495957,1798.9502434112194,2.7635424639150197e-05,2080.866886899338,2081.222960168695,799864.1255895164,1.0231763311427517,0.00038938911599895043,0.030260789979869467
2023-01-03 05:00:00+00:00,2081.226546180361,2086.912776916986,2079.9477859998356,2086.2174992133705,5837.468688759212,12178229.329599595,3733.6781108632035,2514.5115929718304,-2.429081276507192e-05,2085.4046353108756,2086.483080231524,799965.438174751,0.983970393305618,0.002398082535594037,-0.02659843997775375
2023-01-03 06:00:00+00:00,2086.2174992133705,2086.364517586037,2082.769640377543,2084.8326590656357,4223.797917603948,8805911.843914134,1286.9390001620714,1516.5798362285454,2.4896537840554652e-05,2084.379109001352,2084.935507759798,800214.1101563163,1.0428931752448822,-0.0006638043004897343,0.027261708935407348
2023-01-03 07:00:00+00:00,2084.8326590656357,2090.7825884803788,2083.3995406983317,2090.718069255302,1480.6605819527135,3095643.833122609,1933.2117135338422,865.5250645203541,3.259775847580703e-05,2090.400556361064,2090.776112569878,797974.5744529103,0.974825515572208,0.0028229652696940555,0.035694545531008696
2023-01-03 08:00:00+00:00,2090.718069255302,2092.6559985876524,2089.532498448178,2090.3527265596927,9107.955548207488,19038839.713580005,2682.175729903416,4110.764830297724,7.792314769405986e-05,2090.3095576303867,2090.561665543377,796725.261720314,1.000324082285285,-0.00017474507968429087,0.08532584672499553
2023-01-03 09:00:00+00:00,2090.3527265596927,2097.035008097064,2088.858080895135,2096.122757384394,9420.916792787675,19747398.08478704,1280.652272708961,4748.595985931493,-1.5313450366758925e-05,2096.3163917152447,2096.2735237858487,795010.1545932315,0.8847468665397584,0.002760314444250511,-0.016768228151601023
2023-01-03 10:00:00+00:00,2096.122757384394,2108.8074372555016,2095.1444313112534,2108.3754638857563,2677.8944518027843,5646006.957056789,1245.1607310495906,1093.710380287212,2.803350733663473e-05,2108.329131959443,2108.453523242037,796825.3835780271,1.0034137733906636,0.005845414567537954,0.03069669053361503
2023-01-03 11:00:00+00:00,2108.3754638857563,2109.8691462810666,2102.0010731888183,2102.8698107426444,4761.97261092646,10013808.443100581,3539.5340182287623,2533.8427233893517,-5.609393651150195e-05,2102.648902318765,2102.9252516570564,791768.8557803468,0.9319170874298185,-0.0026113248031092162,-0.061422860480094627
2023-01-03 12:00:00+00:00,2102.8698107426444,2104.7904301286294,2102.1008896323615,2104.7705498524733,4362.766722735533,9182622.913890142,3916.221464169257,2046.88187338767,6.257465301716579e-05,2104.8189710522215,2105.066641208604,791082.2060352918,0.9640177117773693,0.0009038786424717671,0.06851924505379654
2023-01-03 13:00:00+00:00,2104.7705498524733,2105.286254939524,2100.0254649046065,2101.062141770558,2504.9529316817657,5263061.771673729,2356.901570986057,1482.8823288222113,-2.4074148732032292e-05,2100.758998921678,2101.1482521357593,787761.1525308078,0.9925056750778433,-0.0017619061052405183,-0.026361192861575358
2023-01-03 14:00:00+00:00,2101.062141770558,2104.343421608649,2100.47136058145,2102.323614954404,6954.94571405823,14621546.615390537,2437.388559837115,3824.5196508564386,-6.0317976054180275e-05,2102.308818693027,2102.3089788746915,786897.8093347586,1.0152782106041915,0.0006003978458166692,-0.0660481837793274
2023-01-03 15:00:00+00:00,2102.323614954404,2104.210850203857,2092.0255368656567,2092.5321396128247,8037.9645503714855,16819699.15872088,1671.9242045253854,4553.657215450672,2.7039158286263142e-05,2092.330764218871,2092.3891194683456,788591.2910075658,0.8682667496649746,-0.004657453910487441,0.029607878323458143
2023-01-03 16:00:00+00:00,2092.5321396128247,2093.8628336376887,2087.564429870328,2087.8744096015166,7837.282158362342,16363260.859271275,2990.836774501638,3333.5521112372608,8.528424793314232e-05,2088.71384259387,2087.8174183129136,787330.0684487683,0.8749259033684634,-0.0022258821850974497,0.09338625148679085
2023-01-03 17:00:00+00:00,2087.8744096015166,2088.0690052827617,2085.50805652139,2086.426552860039,7077.267602161924,14766199.046846736,3237.547705988691,2612.612185322982,-4.6222347410593775e-05,2086.6821777540144,2086.251810324688,787606.845666416,0.9758419958201444,-0.0006934596903047652,-0.05061347041460018
2023-01-03 18:00:00+00:00,2086.426552860039,2094.783949300166,2085.814684671104,2094.11791332775,1157.4136819897421,2423760.724585347,4721.147353170946,710.6378761578128,-2.440177926942136e-05,2093.8556205280097,2094.1364182618777,785917.2960459158,1.037950875089284,0.003686379689315178,-0.02671994830001639
2023-01-03 19:00:00+00:00,2094.11791332775,2103.9608440052734,2092.3652590994325,2103.90207665499,3066.3767182962843,6451356.345430066,970.4362006246024,1933.948665321602,-7.163744552664064e-06,2103.5874588619754,2103.9458103500215,789796.2612604059,1.028819313406101,0.0046722122307296665,-0.00784430028516715
2023-01-03 20:00:00+00:00,2103.90207665499,2104.363233064509,2091.1813172545817,2092.9559223464676,5631.4101935371045,11786293.31572575,4616.644970927903,3058.1409968120342,-2.6474832317100167e-05,2092.818359193542,2092.6130268071765,791622.6539185774,1.071422434818618,-0.005202786969023765,-0.028989941387224685
2023-01-03 21:00:00+00:00,2092.9559223464676,2093.0091548460505,2085.7769573214036,2086.4944540894626,7325.565353131203,15284751.48237817,4960.720216642794,4589.672693908929,4.897139441672924e-05,2085.9796506674434,2086.4979788162327,793877.0366915475,1.104086117185409,-0.0030872452630349434,0.05362367688631852
2023-01-03 22:00:00+00:00,2086.4944540894626,2092.3479881619082,2085.202617563189,2092.0840431423157,4477.812642861568,9367960.378311608,2254.392855942999,2516.030746457386,-1.036837225222429e-05,2091.8548047713775,2092.193151097172,791220.673820866,1.0397146662275758,0.0026789378912068784,-0.011353367616185597
2023-01-03 23:00:00+00:00,2092.0840431423157,2093.408781179784,2073.7290659638998,2075.601862494949,5043.401287003124,10468093.104613105,3848.3933789294006,2681.811562551768,-6.075736823010108e-06,2075.3720226580745,2075.6299724172673,789018.5160793483,0.9984110184072595,-0.007878354935784815,-0.006652931821196068
2023-01-04 00:00:00+00:00,2075.601862494949,2075.810341849565,2071.2018261243607,2071.945990239069,8566.472287529195,17749267.90664022,4264.347519083436,4075.2005468959374,5.916526993411556e-05,2072.220707182213,2071.788199503495,791178.0311745285,0.9174833758553729,-0.0017613552588959802,0.06478597057785654
2023-01-04 01:00:00+00:00,2071.945990239069,2072.2687229192925,2070.1799172983797,2071.3289160287836,1211.9227823593615,2510290.7030950035,3534.7314281904023,553.4648211582306,-7.775731548434212e-06,2071.196371593208,2071.5395992293493,790789.2948129387,0.9243145776338018,-0.0002978235017671027,-0.008514426045535461
2023-01-04 02:00:00+00:00,2071.3289160287836,2083.812429960255,2070.4101602357186,2081.93284436821,3417.30039613607,7114589.933788179,2013.3992845861355,1698.0575080054477,5.1639004889036114e-05,2081.6859648842155,2081.81729917664,790273.4507104153,0.9626263622740109,0.005119384110060521,0.056544710353494544
2023-01-04 03:00:00+00:00,2081.93284436821,2088.564524803796,2080.579035832619,2087.8641457161125,3609.4164246225696,7535971.139928306,3416.207741809317,1504.1572488870024,-1.856925859410216e-05,2087.4443391317404,2087.659410050316,790941.0173350207,1.0213989285311513,0.0028489398031963376,-0.020333338160541864
2023-01-04 04:00:00+00:00,2087.8641457161125,2088.559398055472,2083.320678146157,2085.3221095685194,9935.043594479503,20717766.0670952,4483.016918232853,4751.965515743105,-3.060692571076447e-05,2084.954059011283,2085.142242456819,788430.6632991238,1.0176588426552373,-0.0012175294799754433,-0.03351458365328709
2023-01-04 05:00:00+00:00,2085.3221095685194,2085.5025722394953,2082.1494768443526,2082.43815209974,3047.8249896063307,6346907.039279216,1249.5994288467873,1530.8995008429397,-6.177246445954613e-05,2082.4174247442193,2082.436154856342,789976.3970116808,1.00033950047505,-0.0013829793754865927,-0.06764084858320302
2023-01-04 06:00:00+00:00,2082.43815209974,2084.095628185063,2078.5357364007964,2080.5442633098583,1424.0184653683252,2962733.448969377,2815.8878083344225,511.7405133622726,0.00012306013934558645,2080.4771254666466,2080.708274259694,790013.0449370455,0.9877821873636318,-0.0009094574011583312,0.13475085258341718
2023-01-04 07:00:00+00:00,2080.5442633098583,2094.8292859125563,2079.1591752623794,2093.4133487685813,4748.177857231928,9939898.908656716,895.1107061785289,2222.524316046832,1.3987048393450166e-05,2093.769517393319,2093.608953563419,790971.5252281595,1.0504397003443253,0.006185441802737834,0.015315817990827934
2023-01-04 08:00:00+00:00,2093.4133487685813,2094.5587238764047,2088.3570099547824,2090.020395556287,6845.759774634002,14307777.552063875,4348.8327674232205,2980.2110610535456,4.2196668397421456e-05,2089.8231611851375,2090.055853164196,789630.297192393,1.0166665944885667,-0.00162077556937823,0.046205351895176494
2023-01-04 09:00:00+00:00,2090.020395556287,2091.3118459985017,2086.346545856389,2087.6724721771525,2380.7561715912957,4970239.122397013,4069.658320181963,1286.2010440555985,2.8447524550960042e-05,2088.0041566588484,2087.473491401576,790656.7569161515,1.023827744148648,-0.0011233973525457408,0.03115003938330125
2023-01-04 10:00:00+00:00,2087.6724721771525,2091.017365859936,2085.855535342825,2090.807489156491,8557.253376082303,17891569.445322547,993.3417227539442,5079.020136546926,3.799808785036314e-05,2090.888129399367,2090.6979837907716,789246.9936572534,1.024674969525149,0.0015016804700545006,0.04160790619614764
2023-01-04 11:00:00+00:00,2090.807489156491,2091.3517390304924,2089.3065643008686,2089.9883994754796,2768.1066882736163,5785310.867002346,3932.4074608994247,1479.0890766110374,3.248432396871863e-05,2089.986946195603,2089.8386272526345,791155.7548510625,0.9562965634984828,-0.0003917575794326611,0.0355703347457469
2023-01-04 12:00:00+00:00,2089.9883994754796,2091.208203473091,2087.0512002595265,2088.5299790045888,7338.513408785058,15326705.255574752,3704.539615542546,4030.192011976564,0.00012541085196013493,2087.9008184559634,2088.50048375284,793415.0472252714,0.9175329983267062,-0.0006978127109493748,0.13732488289634776
2023-01-04 13:00:00+00:00,2088.5299790045888,2090.518743954951,2078.8644615814087,2079.4136618276243,2456.2720598929873,5107605.678506958,1330.2553265791173,1312.0682098747322,-2.1946329547857362e-05,2079.0112771354607,2079.118822038325,795238.8184618009,1.0392902234459453,-0.004364944371691215,-0.024031230854903815
2023-01-04 14:00:00+00:00,2079.4136618276243,2081.206963217305,2078.355953023403,2079.507731026484,8935.526488653852,18581496.41394762,3005.7073440873137,3814.3311145966795,-4.787310530490886e-05,2079.73900208204,2079.5264881993394,796271.7457935608,1.033338189527379,4.5238328759023005e-05,-0.05242105030887519
2023-01-04 15:00:00+00:00,2079.507731026484,2080.8401264426875,2074.593138482351,2076.007918078259,2811.8839804470435,5837493.408125475,3695.3111748060787,1301.589649013585,-2.059798342421774e-05,2076.4432008436,2076.115296581644,797539.3783027637,0.9823979151254986,-0.001683000690984482,-0.022554791849518425
2023-01-04 16:00:00+00:00,2076.007918078259,2086.9632636821593,2075.5903824555717,2085.8810698299144,7582.229986555316,15815629.996052459,2209.039003619297,4574.05447629488,-3.673545048792731e-05,2085.9456639781047,2085.856428618034,792127.5235125907,0.9667407253721242,0.004755835305674028,-0.0402253182842804
2023-01-04 17:00:00+00:00,2085.8810698299144,2091.5522702903363,2085.7534985617704,2091.5206210306483,8548.246326300445,17878833.465106864,2916.372855199641,5417.9401507946895,6.734810262409712e-05,2091.7598472711265,2091.5978220060465,793797.2919241228,1.1822739240220133,0.002703678211717797,0.07374617237338635
2023-01-04 18:00:00+00:00,2091.5206210306483,2093.383572471707,2089.855364421119,2091.5096400221514,3294.517726619363,6890515.584448261,4898.915464551141,1332.172709119555,7.101891047688784e-05,2091.38172680361,2091.352785639065,793249.2122032545,0.9392632764920621,-5.250251126631689e-06,0.07776570697219219
2023-01-04 19:00:00+00:00,2091.5096400221514,2097.432559464835,2089.8177210513827,2097.2923468822146,1835.4344966142025,3849442.722952577,3469.863753209465,648.2254555357443,-1.8065777257516325e-05,2097.1755221634953,2097.0484469816747,793439.1021894861,0.9825964719588305,0.0027648482939823804,-0.019782026096980376
